,train_accuracy,train_precision,train_recall,train_f1_score,train_auc_roc,train_tp,train_tn,train_fp,train_fn,val_accuracy,val_precision,val_recall,val_f1_score,val_auc_roc,val_tp,val_tn,val_fp,val_fn,test_accuracy,test_precision,test_recall,test_f1_score,test_auc_roc,test_tp,test_tn,test_fp,test_fn,tuned_C,tuned_kernel,tuned_gamma,final_C,final_kernel,final_gamma,tuned_n_estimators,tuned_max_depth,tuned_min_samples_split,tuned_min_samples_leaf,tuned_max_features,final_n_estimators,final_max_depth,final_min_samples_split,final_min_samples_leaf,final_max_features,tuned_learning_rate,tuned_num_leaves,tuned_reg_alpha,tuned_reg_lambda,tuned_colsample_bytree,tuned_subsample,tuned_min_child_samples,final_learning_rate,final_num_leaves,final_reg_alpha,final_reg_lambda,final_colsample_bytree,final_subsample,final_min_child_samples
svm_11,0.8555900621118012,0.8560940394464422,0.8555900621118012,0.8549111003785114,0.9190554270488684,321,230,57,36,0.8623188405797102,0.8625994939038416,0.8623188405797102,0.8624136673385162,0.9042869269949066,66,53,9,10,0.8405797101449275,0.8434169158806839,0.8405797101449275,0.8390679660169915,0.9021646859083193,69,47,15,7,0.4302466957187315,rbf,auto,0.4302466957187315,rbf,auto,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_11,0.9704968944099379,0.9704914043935174,0.9704968944099379,0.970491781532073,0.9973159995705599,348,277,10,9,0.8695652173913043,0.8694908955778522,0.8695652173913043,0.8693430589367867,0.9013157894736842,68,52,10,8,0.8188405797101449,0.8274162620592938,0.8188405797101449,0.8153687284122066,0.8866723259762309,70,43,19,6,,,,,,,290.0,27.0,5.0,3.0,sqrt,290.0,27.0,5.0,3.0,sqrt,,,,,,,,,,,,,,
lightgbm_11,1.0,1.0,1.0,1.0,1.0,357,287,0,0,0.8043478260869565,0.8073868258219009,0.8043478260869565,0.8048121169600297,0.9008913412563667,60,51,11,16,0.8043478260869565,0.8055145483118245,0.8043478260869565,0.8028017921373131,0.8786078098471986,66,45,17,10,,,,,,,217.0,7.0,,,,217.0,7.0,,,,0.08891967855051985,120.0,0.08696339083929,8.741777229132473e-08,0.619345669161266,0.7311761656393608,22.0,0.08891967855051985,120.0,0.08696339083929,8.741777229132473e-08,0.619345669161266,0.7311761656393608,22.0
